"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","status"
"ST7-AS1",41.474231599752,-0.900181549952202,0.555817205462077,-1.61956402411803,0.10532596290261,0.177640061656098,"not_sig"
"ELAC1",153.175320598691,-0.817883005735284,0.505207288487624,-1.61890579247912,0.105467534380935,0.17785463958373,"not_sig"
"SETDB1",2082.65814014227,0.727955634968553,0.449666544379877,1.61887879822693,0.105473343485717,0.17785463958373,"not_sig"
"PPIP5K1",1129.83906991532,-0.596383462610742,0.368452913275701,-1.6186151367583,0.105530096214765,0.177933339529099,"not_sig"
"TMEM215",11.4085721519585,-2.75496968702987,1.70229623974318,-1.61838440496438,0.105579780757209,0.17800010797256,"not_sig"
"TMEM44",377.298979050146,0.451735538198781,0.279155126679907,1.61822404471462,0.10561432279995,0.17804133690727,"not_sig"
"ACPT",1.74600856623756,-3.10507467863284,1.91911362203985,-1.61797334090746,0.105668343059492,0.17811539060262,"not_sig"
"FTSJ1",1449.26835924543,0.682652443606627,0.422010546970958,1.61761939009929,0.10574464772316,0.178209971575841,"not_sig"
"MZT2A",1631.26196636549,1.1642805726483,0.719740565869029,1.61763922704916,0.105740370120566,0.178209971575841,"not_sig"
"C2orf65",70.6268935112014,-1.32316120503827,0.817992271861872,-1.61757176755052,0.105754917520411,0.178210262959257,"not_sig"
"TNNI1",62.0289480176481,0.870522874963089,0.538257039381653,1.61729956372357,0.105813633430778,0.178292184253292,"not_sig"
"ACD",987.37129832581,0.646859965780853,0.400181605216317,1.61641604049041,0.106004392594958,0.178586060319703,"not_sig"
"LOC100506433",7.31526825731462,2.46405995651677,1.52441409056342,1.61639804549829,0.10600828067816,0.178586060319703,"not_sig"
"STAM",755.204176221372,0.528607867781389,0.327110810677072,1.61599021043434,0.106096429784122,0.17871750197459,"not_sig"
"C19orf23",45.6387948589849,-0.811602158939503,0.50235300694412,-1.61560127583706,0.106180547896827,0.178842129056112,"not_sig"
"EFHA1",1100.46287348896,-0.582296441860627,0.360472204037202,-1.61537126951551,0.106230318150803,0.178908885053595,"not_sig"
"TIMP1",2708.20735284379,1.06672846068079,0.660552634059042,1.61490304584183,0.106331692567646,0.179062529703173,"not_sig"
"MATK",351.439168640847,1.9432571233326,1.20342456345563,1.61477269314875,0.106359928681074,0.179092991911941,"not_sig"
"FAM57A",1209.13248449806,0.565730336250083,0.350381651648377,1.61461176288368,0.106394796499246,0.179134613966584,"not_sig"
"ATP11C",1448.44683640635,-0.640382487971489,0.396630981863812,-1.61455488162388,0.106407122796017,0.179138279029921,"not_sig"
"CSGALNACT2",474.642908320327,-0.832064709784231,0.515540456709312,-1.61396588561699,0.106534826118638,0.179336164138671,"not_sig"
"RCAN2",138.167015415426,1.8963122437384,1.17522939020092,1.6135677507301,0.106621216629853,0.179447360876981,"not_sig"
"ZNF737",333.754922508163,-0.902246763978593,0.559156005020812,-1.61358682706987,0.106617076026042,0.179447360876981,"not_sig"
"STAG3L1",49.8531329534437,-1.0788762962398,0.668718791355926,-1.61334825667486,0.106668867954759,0.179510442353308,"not_sig"
"ZNF321P",21.7663599837443,-0.809660168272808,0.501913995444654,-1.61314523129708,0.106712959017657,0.179567520894428,"not_sig"
"TMEM181",1103.71316486191,0.770924984909174,0.478010277365443,1.61277909997696,0.106792508341074,0.179684249020015,"not_sig"
"ADAMTSL3",45.5557280900076,1.49016414484364,0.92407000570091,1.61260958114677,0.1068293555968,0.179729113171626,"not_sig"
"MON2",1605.36789187393,-0.455024722456148,0.28217619161727,-1.61255533235533,0.106841149447545,0.17973182307941,"not_sig"
"LOC100128239",6.0660332306036,1.84196432492967,1.14232864222306,1.61246444923685,0.106860910023563,0.17974793309024,"not_sig"
"NDUFAF1",451.52949506887,-0.907557395964012,0.562883655638919,-1.61233566985323,0.106888915285203,0.179777906878581,"not_sig"
"SRRD",533.387020608317,-0.395492187024204,0.245311378199548,-1.61220482281296,0.106917376150165,0.179808641167261,"not_sig"
"EEPD1",210.847574624919,0.845666001740395,0.524557637846317,1.61215077376903,0.106929134244419,0.179811282337461,"not_sig"
"TMEM200B",150.855932498238,1.46122434967774,0.906549721299476,1.61185240626755,0.106994061015972,0.179903322561866,"not_sig"
"ERP44",1967.97502288367,-0.283738176894226,0.176054450940236,-1.611650119488,0.107038097742285,0.179960223390297,"not_sig"
"C11orf63",86.0861807933253,-0.76543843284419,0.475220606561807,-1.61070126647515,0.107244849544483,0.180290655725319,"not_sig"
"AKAP10",751.61160256533,-0.407377160693875,0.252988588993271,-1.61025903308513,0.107341318695471,0.18043564523572,"not_sig"
"CAPS2",17.7066260227619,-0.999530584489393,0.620791471992356,-1.61009071416771,0.107378053974885,0.180475203460012,"not_sig"
"MGC72080",266.49682708809,0.65462369603957,0.40658404612642,1.61005750785418,0.107385302364705,0.180475203460012,"not_sig"
"ALB",6.1616755785558,-3.33980127505044,2.07472634919263,-1.60975507750702,0.107451335753929,0.180568987532785,"not_sig"
"ALKBH8",373.809379764102,-0.787975172142697,0.48961822520141,-1.60936650554328,0.107536224716011,0.180688341363871,"not_sig"
"SNHG10",277.779194792947,0.875594084352984,0.544071556515308,1.60933626076876,0.107542834335834,0.180688341363871,"not_sig"
"PLCXD1",2.39572460915381,-3.09105311214112,1.9219229378938,-1.60831272222004,0.107766705709559,0.18096112223135,"not_sig"
"PNKP",1034.79793201298,0.580892337648461,0.361176034646701,1.60833577514822,0.107761659446404,0.18096112223135,"not_sig"
"PSMD13",3847.38310232703,-0.543183671024311,0.337728921659214,-1.60834218270596,0.107760256871587,0.18096112223135,"not_sig"
"PTGFR",1.68141497453184,-3.30955413998186,2.05777571557189,-1.60831625863662,0.107765931579323,0.18096112223135,"not_sig"
"SLC30A10",5.98124345728782,-2.8816681218557,1.79168491752744,-1.60835652165474,0.107757118216619,0.18096112223135,"not_sig"
"ZNF655",1333.4576219098,-2.57863530960939,1.60323502466903,-1.6083950699254,0.10774868073788,0.18096112223135,"not_sig"
"ATRX",3988.19800044512,-0.773351265529631,0.480924882618047,-1.60805001670881,0.107824224901733,0.181040484162441,"not_sig"
"PEAR1",22.112240960149,1.08873932216695,0.67713987317057,1.607849966166,0.10786804213139,0.181079602779059,"not_sig"
"WDR3",2084.08148775638,-0.559862096936532,0.348203143963686,-1.6078605453227,0.107865724617289,0.181079602779059,"not_sig"
"COL6A6",5.61041764349864,-1.6982132742881,1.05628211255079,-1.60772700219937,0.10789498202176,0.181107601776896,"not_sig"
"NKX2-3",2.05285212100799,4.5949731858395,2.85864824108361,1.60739370440965,0.107968030248533,0.181212983443001,"not_sig"
"SNX2",2316.54567630034,-0.419095529166403,0.260739577291585,-1.60733377540813,0.107981168922667,0.181217802746513,"not_sig"
"DDX46",4923.55366400357,-0.422837059810177,0.263141572756262,-1.60688049167295,0.10808058663278,0.181367403885583,"not_sig"
"LOC100128361",108.697433142476,0.904410871275646,0.563032337816228,1.60632136119123,0.108203319264721,0.181556097064581,"not_sig"
"LOC644656",54.4367178337982,-0.942827027265735,0.58714636319767,-1.60577853557839,0.108322578379584,0.18173892665396,"not_sig"
"SLC26A5",3.08188627653783,2.46713817671188,1.53649724069579,1.60568994942982,0.108342050679293,0.181754319407805,"not_sig"
"LACE1",95.3883204792969,-0.539120902115883,0.335844844300472,-1.60526776356747,0.108434890265924,0.181892778292489,"not_sig"
"RPSAP58",2665.48242799432,-1.14449750464351,0.712984505216086,-1.60522072537417,0.108445237963105,0.181892849002073,"not_sig"
"SLC38A1",12678.6799912353,0.474330033443338,0.295564136553793,1.6048294592636,0.108531340924193,0.182019970288103,"not_sig"
"IMMP1L",181.346656808128,-0.620020219814716,0.386653119982663,-1.60355674833949,0.108811790932839,0.182472979569085,"not_sig"
"ZNF8",311.894770338711,-0.380506764750345,0.23731738392736,-1.60336659056891,0.108853742596322,0.182525988678043,"not_sig"
"C19orf43",3917.31010287936,0.409466567959368,0.255499137603924,1.60261428590074,0.109019837759719,0.182787131800042,"not_sig"
"KCNJ11",192.945419045315,1.70753769831012,1.06550399099365,1.60256339980268,0.109031079716403,0.182788616735801,"not_sig"
"HIATL1",2003.7679054511,0.572778536620609,0.35743885642463,1.60245179371366,0.109055739382538,0.182812593798252,"not_sig"
"PENK",5.44475384190376,-2.88233536143341,1.799030223839,-1.602160610333,0.109120097901698,0.182903108068847,"not_sig"
"RCOR2",1502.50808114208,1.14960347448558,0.717559833850963,1.6021012050186,0.109133231590787,0.182907752120159,"not_sig"
"MXD3",353.765069808852,0.921474552754837,0.575216587307219,1.60196102318358,0.109164228800924,0.182942331782787,"not_sig"
"KIAA0141",1647.17325972701,-0.384877022337799,0.240270711612769,-1.60184743181718,0.109189351394269,0.182967060866691,"not_sig"
"GLS2",474.957775986036,0.557505582022645,0.348062256763592,1.60174098509425,0.109212897981893,0.182989144615569,"not_sig"
"AEBP1",960.495786657743,1.33066750256423,0.830871555939126,1.60153214182449,0.109259106902894,0.183049191916097,"not_sig"
"HAGHL",439.104215326959,1.22892684607382,0.767713568587193,1.60076218052964,0.109429603070189,0.183317434907825,"not_sig"
"PHF7",144.025473337656,-0.720030716542167,0.449862640819621,-1.60055681714382,0.109475113169224,0.183376269093366,"not_sig"
"DR1",1537.5956795691,-0.873726290224638,0.546138749176566,-1.59982475431745,0.109637465644584,0.1836258133447,"not_sig"
"ELN",92.1689971884885,-2.47209973300078,1.54529330349897,-1.59976085278003,0.109651646368354,0.1836258133447,"not_sig"
"MESDC1",1018.36104197274,0.685695888701461,0.428628408463597,1.59974438269109,0.10965530156675,0.1836258133447,"not_sig"
"ASB12",10.4083542343894,-2.03269691936146,1.27090164909596,-1.59941323611265,0.109728813193682,0.18373148210497,"not_sig"
"CELF3",35.5702789547456,1.38635646420555,0.866847500913329,1.5993083705552,0.109752100543407,0.183753042552755,"not_sig"
"CALM2",11434.9674828076,0.580148597596652,0.363032653188002,1.59806175147615,0.110029234840313,0.184182093601244,"not_sig"
"METTL9",2650.42164058221,0.636039877462313,0.398006419789878,1.59806436739915,0.110028652719415,0.184182093601244,"not_sig"
"LOC100132356",36.4381720216521,-0.715593672915223,0.448005172396856,-1.59728886406992,0.110201331943558,0.184452679829663,"not_sig"
"FBXL7",472.282430463468,-1.06459766126523,0.666616724303407,-1.59701613003739,0.110262111754882,0.184536911859821,"not_sig"
"FRS3",99.002053618416,-0.807484155046769,0.505699582999798,-1.59676650365577,0.110317765147478,0.184612549052146,"not_sig"
"KIAA1683",60.5838980953702,1.64941916653719,1.03321768145174,1.59639076658042,0.110401576344831,0.184726482546439,"not_sig"
"SNRNP40",2154.85461770723,-0.242201763619247,0.151720560469801,-1.59636744597615,0.110406779851693,0.184726482546439,"not_sig"
"DYNLRB2",4.5721216345963,2.72562562414859,1.70783709137288,1.59595176724822,0.110499562402025,0.184864196814762,"not_sig"
"KRTAP3-1",4.32131727695193,4.8584731122217,3.04444281801415,1.59584968503065,0.110522357320275,0.184884807762568,"not_sig"
"CBL",3263.99243273519,-0.587036234171442,0.367889792577763,-1.59568502854658,0.110559132873489,0.184918943255166,"not_sig"
"WDR67",442.052356924659,-0.515609398341912,0.323131458001259,-1.59566450611535,0.11056371717687,0.184918943255166,"not_sig"
"AMZ2P1",236.130895795774,-0.909365972092566,0.569919944650619,-1.5956029976281,0.110577457850081,0.18492440127477,"not_sig"
"SPINK2",2.94879840637072,2.43472335691973,1.52607645574342,1.59541374729726,0.110619743839291,0.184977591545569,"not_sig"
"C1QTNF3",21.007034837083,-1.30043764960277,0.815187024270459,-1.59526294075471,0.110653449111588,0.185016424480819,"not_sig"
"VCAN",7914.84800379167,2.45847939136204,1.54137342538713,1.59499271939541,0.110713863888584,0.185099905051956,"not_sig"
"LRRC27",131.805068798292,-0.604531291397767,0.379054832714818,-1.594838633419,0.110748325340944,0.185139983166097,"not_sig"
"BROX",351.496486781416,0.790085392085311,0.495547691138971,1.59436802191404,0.110853630424905,0.185277961345588,"not_sig"
"HIPK3",1246.47199458051,-0.746617557872591,0.468282656940612,-1.5943737117031,0.110852356792994,0.185277961345588,"not_sig"
"PLAC8L1",9.44864449840972,-1.4944664257251,0.937363854971158,-1.59432905141311,0.11086235409466,0.185277961345588,"not_sig"
"BAD",647.489067856189,0.74607879480231,0.467974728957538,1.59427154638088,0.110875227767836,0.185281932408854,"not_sig"
"OSTC",2453.90373509312,-0.656884399166414,0.412194656558968,-1.59362667301448,0.111019676660104,0.18550575528267,"not_sig"
"COL11A2",204.206441424379,1.32803667854753,0.83337459148997,1.59356511718598,0.111033472667797,0.185511245038491,"not_sig"
"RPS6KA6",242.668146749689,1.43235613323969,0.8991692359408,1.59297724609208,0.111165295631219,0.185713910827356,"not_sig"
"LOC643669",18.5767696039149,-1.44242410469167,0.905526614890158,-1.59291188240407,0.111179960273805,0.185720830856773,"not_sig"
"C3orf78",493.40671262308,0.484922617974172,0.304518731332558,1.59242295491044,0.111289701830093,0.185886556004651,"not_sig"
"LOC92659",80.7572784257118,0.774936706052626,0.48667341674522,1.59231361193972,0.111314255951931,0.185909975165744,"not_sig"
"TRAM1L1",29.7074256468164,1.59293937778449,1.00059020947567,1.59199976443825,0.111384757480937,0.186010121065241,"not_sig"
"SCP2",1621.15685526124,-0.715816569366857,0.44966957075273,-1.59187237901957,0.111413382917238,0.186040322468235,"not_sig"
"AAAS",1873.74000102785,0.498424934839238,0.313142597799884,1.59168678532124,0.111455099027744,0.186092375162206,"not_sig"
"NPEPPS",3962.84549087144,-0.426745266469163,0.268127347944731,-1.5915768001298,0.111479826342663,0.18611605514075,"not_sig"
"LIX1",20.5610409017727,-2.5672597808299,1.61327088753121,-1.5913383181163,0.111533457702155,0.186187981504117,"not_sig"
"MTERFD3",193.112398175427,-0.689493874564507,0.433342014233392,-1.59110783611477,0.111585309312143,0.186256923525566,"not_sig"
"WDR55",896.650655551344,0.385703075581964,0.242464944349291,1.59075810574219,0.111664024591994,0.186370688798931,"not_sig"
"CIB3",4.13565503842519,4.14052185739739,2.6030506411652,1.59064206893185,0.111690151160202,0.186385671895626,"not_sig"
"TRANK1",517.537271396352,-1.09558540495473,0.688776923434909,-1.59062443539931,0.111694121905951,0.186385671895626,"not_sig"
"NTN5",8.56843844578401,1.89724178150788,1.19306167993768,1.59022941848822,0.111783101612657,0.186498888691123,"not_sig"
"SF3B2",9544.82684998984,0.441694465902243,0.277754666532287,1.59023238535184,0.111782433102133,0.186498888691123,"not_sig"
"STOX1",84.4162705727133,1.46015065171077,0.918346188339396,1.58997845284369,0.11183966203245,0.18657561766283,"not_sig"
"CHMP6",527.991114231311,0.70781501177777,0.445239366273639,1.58974040795565,0.111893331346641,0.186647509523505,"not_sig"
"CRTAC1",18.1636393393393,2.31324907925011,1.45524136712177,1.58959821477954,0.111925399740083,0.186683359044837,"not_sig"
"CERS6",1678.4744068947,0.788956413718873,0.496340617639303,1.58954634313692,0.111937099998032,0.186685232444984,"not_sig"
"ANKRD20A9P",160.553191984368,-0.754150169497373,0.474468070236881,-1.58946453260987,0.111955555283544,0.186698370252698,"not_sig"
"KAT8",1055.70907116833,0.729133106291658,0.458909920410873,1.58883709822365,0.112097175312269,0.186914321788392,"not_sig"
"MAGOHB",626.699449382062,-0.639423207188734,0.40245746367142,-1.58879699075672,0.112106232886794,0.186914321788392,"not_sig"
"HIST1H2AK",13.2829173255577,-1.54789534926906,0.97502027332411,-1.58755196339853,0.112387687849379,0.187365891238457,"not_sig"
"POMZP3",109.345715316889,-0.95218144228514,0.599998139127883,-1.58697399240132,0.112518535081748,0.187566315091882,"not_sig"
"RTL1",1.41262077129038,3.88095357336549,2.44563846976087,1.58688768652914,0.112538084226578,0.18758118675976,"not_sig"
"EEF1E1",420.993822804541,-0.708984137906092,0.446804614485013,-1.5867878596627,0.112560699351773,0.187601165586288,"not_sig"
"LOC100506068",3.3040317131791,-2.00505324236593,1.26373566444443,-1.58660810071179,0.112601431603364,0.187651332999657,"not_sig"
"PIK3CA",721.342388293549,-0.60507533087751,0.38147461100046,-1.58614836591781,0.112705657486756,0.187807293678365,"not_sig"
"LINC00235",4.98512121588437,1.76038937421792,1.11024826820744,1.58558173394873,0.112834222497654,0.188003778635287,"not_sig"
"POLG",2513.73206874375,0.554732179018977,0.349886953027619,1.58546117315552,0.112861591844041,0.188031630738845,"not_sig"
"RXRB",1093.31696418701,-0.290498599072395,0.18323545367151,-1.58538423242687,0.11287906143032,0.188042985771132,"not_sig"
"GEMIN2",543.620905537453,-0.574979110792715,0.362727827026394,-1.58515302094779,0.112931571404027,0.188077206574926,"not_sig"
"NPTX2",245.06092433814,-2.42514430467072,1.52990064554492,-1.58516457374716,0.11292894721418,0.188077206574926,"not_sig"
"TRMT112",4866.57080374492,0.285262175599748,0.179948419109237,1.58524413280108,0.112910876876541,0.188077206574926,"not_sig"
"CX3CR1",2.19185179230762,-2.52756033190943,1.59457542406815,-1.58509926451833,0.112943782676288,0.188079796606896,"not_sig"
"C7orf63",42.9763744427441,1.09303050670933,0.689715005993731,1.58475674330807,0.113021613990734,0.188191649710986,"not_sig"
"SRFBP1",393.245130916031,-0.965429702029603,0.609339149554924,-1.58438810756666,0.113105426542277,0.188313440097272,"not_sig"
"TGOLN2",4825.55000270025,-0.290329394153662,0.183414175143604,-1.5829168815679,0.113440410457536,0.188853352629269,"not_sig"
"FAM126B",506.736932857319,-0.682333062502297,0.431140371270405,-1.58262391548192,0.11350720921238,0.188928917634714,"not_sig"
"TUFM",9694.29228955712,0.529941121205846,0.334841222661732,1.58266391752252,0.113498086581538,0.188928917634714,"not_sig"
"C1orf50",329.76607681872,-0.374331399423633,0.236619031357292,-1.58200038803471,0.113649481904663,0.189147888318464,"not_sig"
"SLC30A2",8.61944014719873,3.0308060289293,1.91593292330761,1.58189568750507,0.113673385599137,0.189169833662527,"not_sig"
"PHTF1",766.836157354474,0.553901688960846,0.350163258899972,1.58183839932525,0.113686466474827,0.189173765747213,"not_sig"
"OR13A1",2.6140207436034,-2.35622613054937,1.48973073065168,-1.58164565049862,0.113730486412399,0.189229174696346,"not_sig"
"MED21",753.621557585985,0.68483998945924,0.43319596737127,1.58090111875926,0.113900648494429,0.189494433587207,"not_sig"
"GRN",8194.80271974254,0.81456529931914,0.515285151512691,1.58080491341128,0.113922650760848,0.189502929795993,"not_sig"
"UBE2E3",1761.7349271441,0.550930102070713,0.34851680507344,1.58078489774581,0.113927228785568,0.189502929795993,"not_sig"
"STYK1",51.79517523834,1.36485669501947,0.863463385704796,1.58067697787257,0.113951914939985,0.189526130671951,"not_sig"
"C19orf18",6.05271252901736,-1.61862295000714,1.02411647726493,-1.58050669620114,0.113990874622439,0.189573064834264,"not_sig"
"TARSL2",327.816812225329,0.340978152200683,0.215770711270662,1.58028005836696,0.114042744609367,0.18964145867301,"not_sig"
"LRRK2",42.0202437758818,-1.48744837691222,0.941449552045307,-1.57995547789122,0.114117062824478,0.189747165223932,"not_sig"
"HBA2",2.06153953495751,-3.66200172926972,2.31826835565244,-1.57962805312895,0.114192070911748,0.189853998831232,"not_sig"
"TOLLIP",1188.27776409392,0.797086395219204,0.504666349035026,1.57943242449851,0.114236905005954,0.189910650217112,"not_sig"
"C8G",3.06333440784847,2.61987517448016,1.65888172351072,1.57930197032714,0.114266810142729,0.189942474950006,"not_sig"
"SLC31A1",2031.72650226489,0.386899764134796,0.24504411072313,1.57889843993005,0.114359353915062,0.190078406309525,"not_sig"
"DGKE",570.32483725187,-0.703168488412496,0.445372691157081,-1.57883162208635,0.114374683297702,0.190085984953338,"not_sig"
"C2orf70",2.00334785316614,4.58010257548598,2.90104956572458,1.57877432691917,0.114387829271137,0.190089933776064,"not_sig"
"SLC25A42",430.744453304854,-0.788574778720742,0.499659411111781,-1.57822460897134,0.114514018639921,0.190281719920411,"not_sig"
"VSIG10L",223.360590206408,0.767835737598988,0.486565827301217,1.5780716493344,0.114549150449147,0.190322178803298,"not_sig"
"NBPF16",110.852591419695,0.424311434628334,0.268917966035195,1.57784710662582,0.114600738840786,0.190389969930334,"not_sig"
"TULP4",866.374126747834,0.537018530340132,0.34042408651273,1.57749863072644,0.114680836921056,0.190505107920625,"not_sig"
"C11orf48",1304.56977722188,-0.420830423737327,0.266786726453163,-1.57740390360541,0.114702617805961,0.190523358203953,"not_sig"
"ATAD2B",752.495114078623,-0.780377787888797,0.494756603642458,-1.57729635571018,0.11472735055451,0.19054650769616,"not_sig"
"RBM22",1526.4782118351,-0.300957502668607,0.190841954350111,-1.57699864106654,0.114795837763179,0.190606447461911,"not_sig"
"SHPK",1298.5700950832,0.534488749015632,0.338911139783169,1.57707636685413,0.114777954377773,0.190606447461911,"not_sig"
"TROVE2",747.610401412265,-0.721384752075488,0.457428707746642,-1.57704302300818,0.114785625962694,0.190606447461911,"not_sig"
"HK3",2.90029545037412,-2.67266866679035,1.69502137613421,-1.57677578844807,0.114847124524536,0.190660933270606,"not_sig"
"LINC00478",4.29988265433854,2.54257175549624,1.61252710830748,1.57676217807274,0.114850257367313,0.190660933270606,"not_sig"
"OSTCP1",7.93414836456865,-1.37004032012334,0.868989704360722,-1.57658981832382,0.114889937034843,0.190708867550548,"not_sig"
"NOV",15.9430238120501,1.78557134173433,1.13266679059609,1.57643126518668,0.114926447746659,0.190751533075845,"not_sig"
"TUSC5",1.20061686672546,-3.51577507353345,2.23044825928536,-1.57626390071918,0.114964997383228,0.190797574406579,"not_sig"
"TRAK1",2412.09978134736,-0.538366085886307,0.341559493060561,-1.57620003783894,0.114979709822218,0.190804050240893,"not_sig"
"RNH1",3145.81206720176,0.736869057093846,0.467588004550399,1.5758938422776,0.115050270333779,0.190903193700404,"not_sig"
"CCDC14",1808.54206621984,-0.558089466798999,0.354161872797162,-1.57580335339663,0.115071129348743,0.190919856458481,"not_sig"
"MAP1LC3B",1800.13180797783,0.523101070518206,0.332089456569086,1.57518120545746,0.115214624123082,0.191139967644741,"not_sig"
"FMR1-AS1",7.5153395052347,-1.16136852168975,0.737315451881573,-1.57513113108647,0.115226179599698,0.19114117198634,"not_sig"
"SLC34A2",54.3827831241614,-2.07517291671938,1.31780191931043,-1.57472294303931,0.115320409640922,0.191279506640567,"not_sig"
"PRAP1",7.48349012070063,-2.76700896321493,1.75767280256668,-1.57424576358828,0.115430643136124,0.191444357390771,"not_sig"
"PELI2",313.450298254441,1.81645869589495,1.15395071774198,1.57412155299781,0.115459350681365,0.191473977217522,"not_sig"
"FAM98B",1037.01174762034,-0.744817703525357,0.473216598651208,-1.57394669935138,0.115499772360445,0.191512064217924,"not_sig"
"KCNH8",70.0164338596314,-1.34732702915003,0.856028193307857,-1.57392833516815,0.115504018334266,0.191512064217924,"not_sig"
"FAM173A",260.873964575072,1.28406348665522,0.815863841376415,1.57386983162402,0.115517545728353,0.19151650217034,"not_sig"
"ELP2",2930.40414656324,-0.408623153322831,0.259697428087598,-1.57345860654807,0.115612665781886,0.191656199027922,"not_sig"
"SCAMP5",1363.75674433508,1.40515923460209,0.893151516133955,1.57325964208669,0.115658710147683,0.191714522361628,"not_sig"
"IDH3B",2897.70465858953,-0.51704169715046,0.328681689686854,-1.57307727620319,0.115700925931148,0.191766489124309,"not_sig"
"KPTN",436.625316823435,0.593941479390143,0.377592541419995,1.57296931013662,0.115725924647734,0.191789912679109,"not_sig"
"PCP2",12.9118354659465,-1.25390410256041,0.797426828541838,-1.57243781834289,0.115849049410418,0.191975938606129,"not_sig"
"GCA",856.910799009159,-0.909594152423224,0.578520818782688,-1.57227557400125,0.115886655249746,0.192020227671612,"not_sig"
"SLC6A19",2.05342539822848,4.01102448756879,2.55159046537326,1.57197032282453,0.115957433966064,0.192119469586128,"not_sig"
"TRIM9",106.635555774931,-0.74484199148391,0.473874899382967,-1.57181144739629,0.115994285918351,0.192162487934945,"not_sig"
"CHST13",68.8731644861909,-2.46210751039655,1.5667066521223,-1.57151787608824,0.116062405472827,0.192257292970004,"not_sig"
"BRCC3",1115.32265367551,-0.470207964233412,0.299245790377564,-1.57131020503293,0.116110611929576,0.192319097274495,"not_sig"
"LOC100132526",1.2360329407718,-3.52533735596359,2.24412585474479,-1.57091784692464,0.116201732536498,0.192451963898769,"not_sig"
"OVCH2",1.9294182082105,3.63156726814423,2.3119769430775,1.57076275307063,0.116237766771836,0.192493580739622,"not_sig"
"MDGA1",66.5253989111426,1.19396524743284,0.760395071339462,1.57019067118575,0.116370759207541,0.192695740689849,"not_sig"
"CSRNP3",73.2785078650359,1.37404025737365,0.875116390582898,1.57012286840888,0.116386529306207,0.192703775070784,"not_sig"
"ALG11",219.727660924589,-0.716150222113255,0.456129923738612,-1.5700575315108,0.116401727460026,0.192710861051445,"not_sig"
"MEX3A",2333.00637608747,1.08341415640714,0.690080678132616,1.56998187420477,0.11641932821375,0.192721922994999,"not_sig"
"SLC25A6",9.93454912029238,-1.20672191743611,0.768854732884449,-1.56950574123274,0.116530142756557,0.192887275593475,"not_sig"
"SAP25",83.2537809684359,-1.31734215148218,0.839530538253092,-1.56914143257173,0.116614987401136,0.193009614368909,"not_sig"
"SRA1",1278.17445771339,-0.40499724862877,0.258147900746385,-1.568857416457,0.116681166192124,0.193092379874963,"not_sig"
"TP73",585.914351544893,-0.968737349698078,0.617489174911099,-1.56883292705099,0.116686873866649,0.193092379874963,"not_sig"
"FNIP1",861.921348233358,-0.749292800820864,0.477639145888657,-1.56874244347538,0.116707964512053,0.193109175366808,"not_sig"
"MPO",1.59685216413492,-3.55512424316189,2.26668240149509,-1.56842627834272,0.11678168235362,0.193213038389707,"not_sig"
"EFCAB11",140.968225539487,0.479533306048655,0.305828955044552,1.56797876113071,0.116886089078472,0.193367651348302,"not_sig"
"CYCS",6736.62500665172,-0.88011222678409,0.561447801133127,-1.56757622882809,0.116980063334142,0.193504978242512,"not_sig"
"CEP97",351.833457391764,-0.834706501123081,0.532531139945077,-1.56743228425885,0.117013682695809,0.193542451464814,"not_sig"
"GADD45G",158.021041095621,2.02765458666872,1.29366592593353,1.56737110100935,0.117027974811938,0.193547953095082,"not_sig"
"CNOT8",1657.61354723077,-0.501929299733753,0.320279389536191,-1.56716078565223,0.117077113933286,0.193611080382508,"not_sig"
"AP4B1",798.504818955635,0.743673264879909,0.474665392689658,1.5667315888903,0.117177443852518,0.193686259973491,"not_sig"
"METTL16",1984.86353560487,-0.279050249088867,0.178103307165845,-1.56678869993707,0.117164089564489,0.193686259973491,"not_sig"
"NUDCD3",3000.41087766462,0.441198108389323,0.281574955250098,1.56689400162541,0.117139469981286,0.193686259973491,"not_sig"
"RSAD1",941.630036270498,0.33767507728614,0.215520122170219,1.56679141551081,0.117163454611071,0.193686259973491,"not_sig"
"TCF3",7670.29653194942,-0.62450532155176,0.398602749950325,-1.56673610914523,0.117176386836816,0.193686259973491,"not_sig"
"WEE1",1661.34322726099,-0.624699473913541,0.398776599600026,-1.56653994878364,0.117222263831618,0.193742200264824,"not_sig"
"LPL",109.344191047403,2.37216444048289,1.5143333727151,1.56647438617149,0.117237600427982,0.193749405201674,"not_sig"
"APBB1",579.901661005131,-1.70042970328345,1.08560876803514,-1.56633748119139,0.117269630716882,0.193780586801612,"not_sig"
"CCDC86",1692.68429705455,0.40239135985995,0.256905693590781,1.56629989096664,0.117278426527752,0.193780586801612,"not_sig"
"KIAA0664L3",246.826201092649,-0.633621269896192,0.404557369024539,-1.56620869723364,0.117299767281553,0.193797705936479,"not_sig"
"MAN1A2",1172.2197336323,0.525283589922289,0.335435058286575,1.56597701088692,0.117353999205621,0.193869158178512,"not_sig"
"AKT2",4958.11762721513,0.523234295576641,0.334200815445809,1.5656284227753,0.117435631962191,0.193985859067166,"not_sig"
"FAM171A1",1122.04941168402,1.06094351814505,0.677746731725492,1.56539820626499,0.117489568757127,0.19405679286574,"not_sig"
